Type,Matter #,Name,Budget Category
MUR,4337,"MONTANA STATE DEMOCRATIC CENTRAL COMMITTEE.; EGAN, PEGGY, TREAS.",Internal Enforcement - Title 2 Audit Referral (PFESP)
MUR,4336,WSB-TV,Legacy Data
MUR,4335,"COLES FOR CONGRESS, INC.",Legacy Data
MUR,4334,COX COMMUNICATIONS,Legacy Data
MUR,4333,WSB-TV,Legacy Data
MUR,4332,BILL THOMAS CAMPAIGN COMMITTEE,Legacy Data
MUR,4331,JAMES HOWARD LAKE,Legacy Data
MUR,4330,TRICE HARVEY,Legacy Data
MUR,4329,FRIENDS OF DIANNE JACOB / GOLDEN DOOR,Legacy Data
MUR,4328,DRIVE,External Enforcement
MUR,4327,VARGAS FOR CONGRESS '96,Legacy Data
MUR,4326,NEVADA STATE DEMOCRATIC PARTY,Legacy Data
MUR,4325,DAN GARSTECKI FOR CONGRESS '96,Legacy Data
MUR,4324,"BUCHANAN FOR PRESIDENT, INC.",Legacy Data
MUR,4323,HUCKABEE ELECTION COMMITTEE,Legacy Data
MUR,4322,JOSEPH P. WALDHOLTZ,Legacy Data
MUR,4321,UNITED STEELWORKERS OF AMERICA INTERNATIONAL UNION,Legacy Data
MUR,4320,"D.H. BLAIR, INC.",Legacy Data
MUR,4319,FRIENDS OF BOB CARR,Legacy Data
MUR,4318,PATRICK COMBS FOR CONGRESS,Legacy Data
MUR,4317,HUCKABEE ELECTION COMMITTEE,Legacy Data
MUR,4316,ROSS PEROT,Legacy Data
MUR,4315,COYNE FOR CONGRESS,Legacy Data
MUR,4314,BRAD SHERMAN,Legacy Data
MUR,4313,LUGAR FOR PRESIDENT,External Enforcement
MUR,4312,SONOMA COUNTY REPUBLICAN CENTRAL COMMITTEE,Legacy Data
MUR,4311,VARGAS FOR CONGRESS '96,Legacy Data
MUR,4310,FAIRFAX COUNTY DEMOCRATIC COMMITTEE--FEDERAL,Legacy Data
MUR,4309,ALAMEDA COUNTY REPUBLICAN CENTRAL COMMITTEE,Legacy Data
MUR,4308,FRIENDS OF MIKE GUNN,Legacy Data
MUR,4307,"AFL-CIO, PROJECT '95",External Enforcement
MUR,4306,JUDE FOR CONGRESS,Internal Enforcement - Title 2 Audit Referral (PFESP)
MUR,4305,"FORBES FOR PRESIDENT, ET AL.",Legacy Data
MUR,4304,ALASKA DEMOCRATIC PARTY FEDERAL ACCOUNT,Legacy Data
MUR,4303,THE INTERNATIONAL BANK OF COMMERCE COMMITTEE FOR THE IMPROVEMENT AND BETTERMENT OF THE COUNTRY,Legacy Data
MUR,4302,NEVADA STATE REPUBLICAN CENTRAL COMMITTEE,Legacy Data
MUR,4301,MID-MANHATTAN PAC (MID- PAC),Legacy Data
MUR,4300,COMMITTEE TO ELECT MICHAEL PATRICK FLANAGAN,Internal Enforcement - Title 2 Audit Referral (PFESP)
MUR,4299,UAW CAP,Legacy Data
MUR,4298,REPUBLICAN  PARTY OF HARRIS COUNTY,Legacy Data
MUR,4297,ORTHO PHARMACEUTICAL CORPORATION,Legacy Data
MUR,4296,OVERBY FOR CONGRESS CAMPAIGN COMMITTEE,Legacy Data
MUR,4295,NATIONAL MEDICAL PAC,Legacy Data
MUR,4294,"ALAN KEYES FOR PRESIDENT '96, INC.",External Enforcement
MUR,4293,WILLIE COLON FOR CONGRESS COMMITTEE,Legacy Data
MUR,4292,CONGRESSMAN RON PACKARD,Legacy Data
MUR,4291,AFL-CIO,External Enforcement
MUR,4290,LINCOLN CLUB OF RIVERSIDE COUNTY,Legacy Data
MUR,4289,"BUSH-QUAYLE '92 GENERAL CMTE.; BUSH-QUAYLE '92 COMPLIANCE CMTE.; HUCKABY, J. STANLEY, TREAS. (BQ '92 GENERAL); HUCKABY, J. STANLEY, TREAS. (BQ '92 COMPLIANCE)",Internal Enforcement - Title 26 Audit Referral (PFESP)
MUR,4288,ENGEL FOR CONGRESS,Legacy Data
MUR,4287,"FRIENDS OF SHERROD BROWN; HARRIS, DAVID, TREAS.",Internal Enforcement - Title 2 Audit Referral (PFESP)
MUR,4286,"GENERAL CIGAR CO., INC.",Legacy Data
MUR,4285,SAN BERNADINO COUNTY REPUBLICAN CENTRAL COMMITTEE,Legacy Data
MUR,4284,UNITED WE STAND AMERICA,Legacy Data
MUR,4283,CHENOWETH FOR CONGRESS,Legacy Data
MUR,4282,ARCHDIOCESE OF PHILADELPHIA AND SANTORUM '94 COMMITTEE,Legacy Data
MUR,4281,HISPANIC PAC USA INC.,Legacy Data
MUR,4280,DEMOCRATIC PARTY OF HAWAII - FEDERAL CAMPAIGN COMMITTEE,Legacy Data
MUR,4279,ZIMMER FOR SENATE,Legacy Data
MUR,4278,PAKISTANI PHYSICIANS PAC,Legacy Data
MUR,4277,CITIZENS FOR SENATOR WOFFORD,Legacy Data
MUR,4276,INLANDBOATMEN'S UNION PAC,Legacy Data
MUR,4275,JAY KIM FOR CONGRESS,Legacy Data
MUR,4274,GOPAC,Legacy Data
MUR,4273,JESSE WINEBERRY,Legacy Data
MUR,4272,BISHOP FOR CONGRESS,Legacy Data
MUR,4271,PEOPLE FOR ENGLISH,Internal Enforcement - Title 2 Audit Referral (PFESP)
MUR,4270,UNITED CONSERVATIVES OF AMERICA,Legacy Data
MUR,4269,NORTH DAKOTA REPUBLICAN PARTY,Legacy Data
MUR,4268,THE LONG TERM CARE CAMPAIGN,Legacy Data
MUR,4267,"DEMOCRATIC EXECUTIVE COMMITTEE OF FLORIDA; COMERFORD, GEORGE, TREAS.",Internal Enforcement - Title 2 Audit Referral (PFESP)
MUR,4266,"FRIENDS OF MARC LITTLE; LITTLE, MARC, TREAS.",Internal Enforcement - Title 2 Audit Referral (PFESP)
MUR,4265,NRSC AND SENATOR PHIL GRAMM,Legacy Data
MUR,4264,MAINE REPUBLICAN PARTY,Legacy Data
MUR,4263,WEST FOR CONGRESS,Legacy Data
MUR,4262,OREGON REPUBLICAN PARTY,Legacy Data
MUR,4261,NRA INSTITUTE FOR LEGISLATIVE ACTION,External Enforcement
MUR,4260,AUTO DEALERS AND DRIVERS FOR FREE TRADE PAC/PACKWOOD,Legacy Data
MUR,4259,MERCER COUNTY DEMOCRATIC COMMITTEE,Legacy Data
MUR,4258,NRSC,Legacy Data
MUR,4257,DSCC,Legacy Data
MUR,4256,LEVIN FOR CONGRESS COMMITTEE,Legacy Data
MUR,4255,CHRISTOPHER P. AND MARTHA F. HITCHCOCK,Legacy Data
MUR,4254,BIRGIT & LOREN HERSHEY,Legacy Data
MUR,4253,BONNIE & STEVEN CROOPNICK,Legacy Data
MUR,4252,WILLIAM & VIRGINIA BAXTER,Legacy Data
MUR,4251,"REPUBLICAN STATE COMMITTEE OF DELAWARE; SHOPA, THOMAS JOHN, TREAS. (RSCD)",Internal Enforcement - Title 2 Audit Referral (PFESP)
MUR,4249,KING 5 TELEVISION,Legacy Data
MUR,4248,SHEET METAL WORKERS LOCAL 25 POLITICAL ACTION LEAGUE,Legacy Data
MUR,4247,EMC CORPORATION AND RICHARD J. EGAN,Legacy Data
MUR,4246,DEMOCRATIC NATIONAL COMMITTEE,Legacy Data
MUR,4245,BROOKLYN UNION GAS COMPANY (N.Y.),Legacy Data
MUR,4244,ELTON GALLEGLY,Legacy Data
MUR,4243,INITIATIVE 640 SAVE OUR SEALIFE,Legacy Data
MUR,4242,CHARLIE ROSE,Legacy Data
MUR,4240,HARD ROCK CAFE INC. /PETER MORTON,Legacy Data
MUR,4239,TED ARISON,Legacy Data
MUR,4238,ZIMMER FOR SENATE,Legacy Data
MUR,4237,MEHIEL FOR CONGRESS '94,Legacy Data
MUR,4236,FAIRFAX COUNTY DEMOCRATIC COMMITTEE,Legacy Data
MUR,4235,"DON YOUNG/FRANK MURKOWSKI, ET AL.",Legacy Data
MUR,4234,WEST VIRGINIA STATE DEMOCRATIC EXECUTIVE COMMITTEE,Legacy Data
MUR,4233,CALIFORNIANS FOR HUFFINGTON,Legacy Data
MUR,4232,PATRICIA SCHRODER,Legacy Data
MUR,4231,COMMUNICATIONS SATELLITE CORPORATION (COMSAT),Legacy Data
MUR,4230,FONTENOT FOR CONGRESS,Legacy Data
MUR,4229,FRIENDS OF BERNADETTE CASTRO,Legacy Data
MUR,4228,COOPERS & LYBRAND PAC,Legacy Data
MUR,4227,WELLSTONE FOR SENATE,Legacy Data
MUR,4226,COMMON LANGUAGE AMERICA PAC,Legacy Data
MUR,4225,SOUTHEAST TEXAS ROUNDTABLE,Legacy Data
MUR,4224,ENGEL FOR CONGRESS,Legacy Data
MUR,4223,JOHN J. MURRAY FOR CONGRESS,Legacy Data
MUR,4222,INDEPENDENT MEDICINE'S POLITICAL ACTION COMMITTEEE--TENNESSEE (IMPACT),Legacy Data
MUR,4221,POLITICAL CLUB FOR GROWTH,Legacy Data
MUR,4220,NORTH CAROLINA DEMOCRATIC ELECTION CAMPAIGN,Legacy Data
MUR,4219,DAN FRISA FOR CONGRESS,Legacy Data
MUR,4218,RANGEL FOR CONGRESS COMMITTEE,Legacy Data
MUR,4217,DURENBERGER '94 VOLUNTEER COMMITTEE,Legacy Data
MUR,4216,CITIZENS FOR DAVE OBEY,Legacy Data
MUR,4215,MICHIGAN STATE DEMOCRATIC COMM,External Enforcement
MUR,4214,NORTH CAROLINA DEMOCRATIC VICTORY FUND,Internal Enforcement - Title 2 Audit Referral (PFESP)
MUR,4213,MINNESOTA DEMOCRATIC-FARMER-LABOR PARTY,Internal Enforcement - Title 2 Audit Referral (PFESP)
MUR,4212,MARK DAVIS & RUSH LIMBAUGH,Legacy Data
MUR,4211,GOVERNOR TOMMY THOMPSON,Legacy Data
MUR,4210,HOYER FOR CONGRESS,Legacy Data
MUR,4209,FUND FOR CALIFORNIA'S FUTURE,Legacy Data
MUR,4208,FRIENDS OF BOB BENNETT SENATORIAL CAMPAIGN COMMITTEE,Internal Enforcement - Title 2 Audit Referral (PFESP)
MUR,4207,SISISKY FOR CONGRESS,Legacy Data
MUR,4206,AMERICAN PORTLAND CEMENT ALLIANCE,Legacy Data
MUR,4205,ANDREA FOWLER,Legacy Data
MUR,4204,AMERICAN FOR TAX REFORM,Legacy Data
MUR,4203,U.S. TERM LIMITS,Legacy Data
MUR,4202,AFRICAN AMERICANS FOR A BETTER AMERICA PAC,Legacy Data
MUR,4201,CHRISTIAN COALITION,Legacy Data
MUR,4200,"HERSCHESOHN FOR U.S. SENATE 1992; PRESLEY, BETTY, TREAS.; ALLEN, ELEANOR; ANDERSON, RICHARD; BRADBURY, SUSAN; CARLSON, JAMES; FULLER, WINSTON; SEKLEMIAN, GRACE; STARKMAN, ISAAC; BURRIS, JOHN M.; SMILAND LAND COMPANY; MACPHERSON, JOE",Internal Enforcement - Title 2 Audit Referral (PFESP)
MUR,4199,VALLEY CITIZENS FOR ACCOUNTABILITY,Legacy Data
MUR,4198,CALVIN MOORE FOR CONGRESS,Legacy Data
MUR,4197,INTERNATIONAL BUSINESS MACHINES INC.,Legacy Data
MUR,4196,PALLONE FOR CONGRESS,Legacy Data
MUR,4195,MURTHA FOR CONGRESS,Legacy Data
MUR,4194,MASCARA FOR CONGRESS,Legacy Data
MUR,4193,DEMOCRATIC  PARTY OF HAWAII - FEDERAL CAMPAIGN ACCOUNT,Legacy Data
MUR,4192,CLINTON FOR PRESIDENT COMMITTEE,External Enforcement - Presidential (PFESP)
MUR,4191,"AUTOZONE, INC. COMMITTEE FOR BETTER GOVERNMENT",Legacy Data
MUR,4190,THE PRESIDENT'S DINNER,Legacy Data
MUR,4189,FRIENDS OF PATRICK J. BUCHANAN (DRAFT COMMITTEE),Legacy Data
MUR,4188,CENTRAL PENNSYLVANIA MEDICINE AND JOHN MURTHA FOR CONGRESS COMMITTEE,Legacy Data
MUR,4187,JOHNSTOWN TRIBUNE DEMOCRAT,Legacy Data
MUR,4186,PHOENIX FIREFIGHTERS LOCAL 482 FIRE PAC,Legacy Data
MUR,4185,BOB KRUEGER CAMPAIGN,Legacy Data
MUR,4184,MARY ALICE ACEVEDO FOR CONGRESS,Legacy Data
MUR,4183,CLINTON FOR PRESIDENT AND GOLDMAN SACHS & COMPANY,External Enforcement - Presidential (PFESP)
MUR,4182,TAXPAYERS FOR PHILLIPS,Legacy Data
MUR,4181,INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 94 PAC,Legacy Data
MUR,4180,"CORAL RIDGE PRESBYTERIAN CHURCH, INC.",Legacy Data
MUR,4179,JOE MARTIN,Legacy Data
MUR,4178,"YEAKEL FOR SENATE; ROSENBLATT, SIDNEY D., TREAS.; CRITCHLOW, ELISA; GODSHALK, ERIC; JOSEPHS, BABETTE; LUTZ, CHRISTOPHER; MEYER, NANCY; VILLCHUR, EDGAR; PAC 250; VANCE, DEAN, TREAS (PAC 250); INDIAN POLIT. AFFAIRS CMTE-PA CHAPTER",Internal Enforcement - Title 2 Audit Referral (PFESP)
MUR,4177,HATCH ELECTION COMMITTEE,Legacy Data
MUR,4176,"TSONGAS FOR PRESIDENT CMTE; KOKINOS, GEORGE, TREAS.; FOLEY HOAG & ELIOT; ARMENAKIS & ARMENAKIS; NEWMAN, DENNIS; PAVEN, ANDY; GOLDMAN, DAVID",Internal Enforcement - Title 26 Audit Referral (PFESP)
MUR,4175,NATIONAL ASSOCIATION OF REALTORS,Legacy Data
MUR,4174,NEW HAMPSHIRE DEMOCRATIC STATE COMMITTEE,Legacy Data
MUR,4173,CLINTON-GORE '92 COMMITTEE,Internal Enforcement - Title 26 Audit Referral (PFESP)
MUR,4172,"CLINTON FOR PRES. CMTE; FARMER, ROBERT A., TREAS. (FORMER); CAREY, PAUL; ICKES, HAROLD; BRODY, KENNETH; LAWRENCE, SHEILA DAVIS; BOWLES, ERSKINE; MOZARK PRODUCTIONS; AMERICAN FEDERATION OF TEACHERS; O'KEEFE ASHENDEN LYONS & WARD; MANATT, PHELPS AND PH",Internal Enforcement - Title 26 Audit Referral (PFESP)
MUR,4171,"BUSH-QUAYLE '92 PRIMARY COMMITTEE, INC.; HUCKABY, J. STANLEY, TREAS.; HOLT, ROBERT B.",Internal Enforcement - Title 26 Audit Referral (PFESP)
MUR,4170,"BUSH-QUAYLE '92 GENERAL CMTE., INC.; HUCKABY, J. STANLEY, TREAS ('92 GEN CMTE); BUSH-QUAYLE '92 COMPLIANCE CMTE., INC.; HUCKABY, J. STANLEY, TREAS ('92 COMP CMTE)",Internal Enforcement - Title 26 Audit Referral (PFESP)
MUR,4169,BEN JONES FOR CONGRESS,Legacy Data
MUR,4168,FIELDS FOR SENATE,Legacy Data
MUR,4167,"RNC, NRCC, NRSC",Legacy Data
MUR,4166,JIM BATES FOR CONGRESS COMMITTEE,Internal Enforcement - Title 2 Audit Referral (PFESP)
MUR,4165,MANFRE FOR CONGRESS,Legacy Data
MUR,4164,"STONEY FOR SENATE COMMITTEE, ET AL.",Legacy Data
MUR,4163,MURTHA FOR CONGRESS COMMITTEE,Legacy Data
MUR,4162,HARRIS COUNTY DEMOCRATIC EXECUTIVE COMMITTEE,Legacy Data
MUR,4161,ENVOY INC. PAC,Legacy Data
MUR,4160,"FRIENDS OF CORRINE BROWN; SIMMONS, GLORIA, TREAS.; FLORIDA ROCK INDUSTRIES, INC. (AVIATION DEPT); BROWN, CORRIN",Internal Enforcement - Title 2 Audit Referral (PFESP)
MUR,4159,PETER B. AND MERLE A. KAPPELMANN,Legacy Data
MUR,4158,CITY OF PORTSMOUTH/ROBB FOR THE SENATE,Legacy Data
MUR,4157,FLORIDA MEDICAL PAC,Legacy Data
MUR,4156,FRIENDS OF JIM MOODY COMMITTEE,Legacy Data
MUR,4155,MIKE CHITWOOD,Legacy Data
MUR,4154,ROTH SENATE COMMITTEE,Legacy Data
MUR,4153,LARRY FOWLER FOR CONGRESS COMMITTEE,Legacy Data
MUR,4152,MCMILLIAN FOR U.S. SENATE,Legacy Data
MUR,4151,MANFRE FOR CONGRESS,Legacy Data
MUR,4150,FRANK FASI,Legacy Data
MUR,4149,LAUTENBERG FOR U.S. SENATE COMMITTEE,Legacy Data
MUR,4148,ROBERT MONAHAN FOR U.S. SENATE,Legacy Data
MUR,4147,"THURMAN FOR CONGRESS/UNITED PARCEL SERVICE OF AMERICA, INC.",Legacy Data
MUR,4146,TERRY EVERETT FOR CONGRESS,Legacy Data
MUR,4145,MANFRE FOR CONGRESS COMMITTEE,Legacy Data
MUR,4144,DONALD TROTTER,Legacy Data
MUR,4143,MIKE MCCORMICK FOR CONGRESS,Legacy Data
MUR,4142,MANFRE FOR CONGRESS COMMITTEE,Legacy Data
MUR,4141,REAL ESTATE INVESTMENT TRUST PAC (REITPAC),Legacy Data
MUR,4140,"CENTER FOR NATIONAL INDEPENDENCE AND POLITICS (""PROJECT VOTE SMART"")",Legacy Data
MUR,4139,ENID '94,Legacy Data
MUR,4138,SUE MYRICK FOR CONGRESS COMMITTEE,Legacy Data
MUR,4137,ELLIOT IN '94,Legacy Data
MUR,4136,RON FREEMAN FOR CONGRESS COMMITTE,Legacy Data
MUR,4135,FRIENDS OF BOB MOPPERT,Legacy Data
MUR,4134,"FREEDOM, INC.",Legacy Data
MUR,4133,JAN BACKUS FOR U.S. SENATE,Legacy Data
MUR,4132,WYNIA FOR SENATE COMMITTEE,Legacy Data
MUR,4131,JACK MUDD FOR U.S. SENATE,Legacy Data
MUR,4130,FRIENDS OF CAROLE GRIFFIN,Legacy Data
MUR,4129,HAYES DENT FOR CONGRESS,Legacy Data
MUR,4128,LALLY FOR CONGRESS COMMITTEE,Legacy Data
MUR,4127,NARAL,Legacy Data
MUR,4126,CITIZENS TO ELECT ARTHUR DREW,Legacy Data
MUR,4125,FRIENDS OF MARJORIE MARGOLIES MEZVINSKY,Legacy Data
MUR,4124,MORAN FOR CONGRESS/ ROBB FOR SENATE,Legacy Data
MUR,4123,COMMMITTEE TO ELECT HARRYJOHNSON,Legacy Data
MUR,4122,GANNETT CORPORATION,Legacy Data
MUR,4121,LIPINSKI FOR CONGRESS,Legacy Data
MUR,4120,MASCARA FOR CONGRESS COMMITTEE,Legacy Data
MUR,4119,CITIZENS FOR JULIAN,Legacy Data
MUR,4118,ROBERT CONNORS FOR CONGRESS COMMITTEE,Legacy Data
MUR,4117,FRIENDS OF JIM INHOFE,Legacy Data
MUR,4116,NATIONAL COUNCIL OF SENIOR CITIZENS,Legacy Data
MUR,4115,GENE TAYLOR FOR U.S. CONGRESS,Legacy Data
MUR,4114,FRIENDS OF DAVE MCCURDY,Legacy Data
MUR,4113,TUCKER FOR CONGRESS,Legacy Data
MUR,4112,JEFFORDS FOR VERMONT,Legacy Data
MUR,4111,VAN HILLEARY FOR CONGRESS,Legacy Data
MUR,4110,BILL EGGERT FOR CONGRESS COMMITTEE,Legacy Data
MUR,4109,BARRETT FOR CONGRESS,Legacy Data
MUR,4108,"BUCHANAN FOR PRESIDENT, INC. CMTE.; BUCHANAN, ANGELA M., TREAS. (BUCHANAN CMTE.); FALLON, JANET; ERICKSON, PAUL; BUCHANAN, PATRICK",Internal Enforcement - Title 26 Audit Referral (PFESP)
MUR,4107,CITIZENS FOR SARBANES,Legacy Data
MUR,4106,SUSAN BROOKS FOR CONGRESS COMMITTEE,Legacy Data
MUR,4104,FRIENDS OF JIM COOPER AND R. DUFFY WALL AND ASSOCIATES,Legacy Data
MUR,4103,LARRY BIGHAM FOR CONGRESS,Legacy Data
MUR,4102,INDIANA REPUBLICAN STATE CENTRAL COMMITTEE,Legacy Data
MUR,4101,HULSHOF FOR CONGRESS COMMITTEE,Legacy Data
MUR,4100,NEWS CHANNEL 8 AND ALEXANDRIA CHAMBER OF COMMERCE,Legacy Data
MUR,4099,"WABC-AM RADIO, INC. AND HAYTAIAN -U.S. SENATE '94",Legacy Data
MUR,4098,LARRY BIGHAM FOR CONGRESS,Legacy Data
MUR,4097,STONEY FOR U.S. SENATE,Legacy Data
MUR,4096,OBERLY SENATE COMMITTEE,Legacy Data
MUR,4095,NALEPA FOR CONGRESS,Legacy Data
MUR,4094,ORTIZ FOR CONGRESS,Legacy Data
MUR,4093,BUFFA FOR CONGRESS,Legacy Data
MUR,4092,BUTTON FOR CONGRESS,Legacy Data
MUR,4091,"BETH CATALDO AND JAMES T.  LICHOULAS, JR.",Internal Enforcement - Title 2 Audit Referral (PFESP)
MUR,4090,"FIREARAMS TRAINING SYSTEMS, INC.",Legacy Data
MUR,4089,CITIZENS FOR MULDOWNEY,Legacy Data
MUR,4088,SUSAN E. JOHNSON,Legacy Data
MUR,4087,MANFRE FOR CONGRESS,Legacy Data
MUR,4086,ANDERSON FOR CONGRESS COMMITTEE,External Enforcement
MUR,4085,HIRAM WALKER & SONS INC. PAC,Legacy Data
MUR,4084,REPUBLICAN STATE COMMITTEE OF DELAWARE,Legacy Data
MUR,4083,CITIZENS FOR WOFFORD COMMITTEE,Legacy Data
MUR,4082,DEFEAT PAUL SIMON FUND,Legacy Data
MUR,4081,"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 728 ""ELECTRO PAC 728""",Legacy Data
MUR,4080,CALIFORNIA'S REPUBLIC REPORTER,Legacy Data
MUR,4079,"SHERWOOD VAN LINES, INC.",Legacy Data
MUR,4078,THORNBERRY FOR CONGRESS,Legacy Data
MUR,4077,FRIENDS OF WHEAT,Legacy Data
MUR,4076,COVERDELL SENATE COMMITTEE,Legacy Data
MUR,4075,MARTIN FROST CAMPAIGN COMMITTEE,Legacy Data
MUR,4074,GOPAC INC.,Legacy Data
MUR,4073,TED STRICKLAND FOR CONGRESS,Legacy Data
MUR,4072,JEGHELIAN FOR SENATE COMMITTEE,Legacy Data
MUR,4071,RICK WHITE FOR CONGRESS COMMITTEE,Legacy Data
MUR,4070,MARY ALICE ACEVEDO FOR CONGRESS/ BRIAN BILBRAY FOR CONGRESS,Legacy Data
MUR,4069,DON DAVIS FOR CONGRESS,Legacy Data
MUR,4068,PORTER FOR CONGRESS COMMITTEE,Legacy Data
MUR,4067,JOE SCARBOROUGH FOR CONGRESS,Legacy Data
MUR,4066,COMMITTEE TO ELECT PAUL W. BUCHA,Legacy Data
MUR,4065,BOB SMITH FOR CONGRESS,Legacy Data
MUR,4064,COMMITTEE TO ELECT SHERRILL MORGAN,Legacy Data
MUR,4063,JOE SCARBOROUGH FOR CONGRESS,Legacy Data
MUR,4062,DAVID FUNDERBURK AND FUNDERBURK FOR SENATE,Legacy Data
MUR,4061,"GOPAC, INC.",Legacy Data
MUR,4060,"WTIX RADIO, INC",Legacy Data
MUR,4059,PROGRESSIVE CONSERVATIVE PAC,Legacy Data
MUR,4058,ED MUNSTER FOR CONGRESS '94,Legacy Data
MUR,4057,FRIENDS OF STEVE STOCKMAN,Legacy Data
MUR,4056,KENNEDY FOR SENATE INC.,Legacy Data
MUR,4055,TOM FOLEY AND COMMITTEE TO RE-ELECT TOM FOLEY,Legacy Data
MUR,4054,ANTI-DEFAMATION LEAGUE OF B'NAI B'RITH,Legacy Data
MUR,4053,FRIENDS OF SUSAN BITTER SMITH COMMITTEE,Legacy Data
MUR,4052,FRIENDS OF ALAN WHEAT,Legacy Data
MUR,4051,"WESTCHESTER FRIENDS OF HAMILTON FISH, INC.",Legacy Data
MUR,4050,JACK QUINN FOR CONGRESS ET AL.,Legacy Data
MUR,4049,UNITED WE STAND AMERICA - VERMONT,Legacy Data
MUR,4048,BILL FRIST FOR SENATE,Legacy Data
MUR,4047,GEORGE BARLOS FOR CONGRESS,Legacy Data
MUR,4046,DON JOHNSON FOR CONGRESS COMMITTEE,Legacy Data
MUR,4045,LARGENT FOR CONGRESS,Legacy Data
MUR,4044,EDDIE BERNICE JOHNSON FOR CONGRESS,Legacy Data
MUR,4043,BARDEN FOR CONGRESS,Legacy Data
MUR,4042,UNITED WE STAND AMERICA AND GANNETT CORPORATION,Legacy Data
MUR,4041,"FRIENDS OF BILL BROCK FOR U.S. SENATE, INC.",Legacy Data
MUR,4040,BUCK LEE FOR CONGRESS,Legacy Data
MUR,4039,MARTY MEEHAN FOR CONGRESS,Legacy Data
MUR,4038,MARTY MEEHAN FOR CONGRESS COMMITTEE,Legacy Data
MUR,4037,MARTY MEEHAN FOR CONGRESS,Legacy Data
MUR,4036,MARTY MEEHAN FOR CONGRESS,Legacy Data
MUR,4035,MARTY MEEHAN FOR CONGRESS,Legacy Data
MUR,4034,HELEN CHENOWETH AND CHENOWETH FOR CONGRESS COMMITTEE,Legacy Data
MUR,4033,FOX FOR CONGRESS COMMITTEE,Legacy Data
MUR,4032,KELLIE GASINK,Legacy Data
MUR,4031,JOE SCARBOROUGH FOR CONGRESS,Legacy Data
MUR,4030,VINCE WHIBBS JR. CAMPAIGN COMMITTEE,Legacy Data
MUR,4029,BASIL BETHEA FOR CONGRESS,Legacy Data
MUR,4028,RODHAM FOR  SENATE '94,Legacy Data
MUR,4027,PROGRESSIVE CONSERVATIVE PAC,Legacy Data
MUR,4026,ROSTENKOWSKI FOR CONGRESS,Legacy Data
MUR,4025,HUMAN RIGHTS CAMPAIGN FUND,Legacy Data
MUR,4024,UAW-V-CAP,Legacy Data
MUR,4023,SCHUSTER FOR CONGRESS,Legacy Data
MUR,4022,MURKOWSKI '92 COMMITTEE,Legacy Data
MUR,4021,COMMITTEE TO ELECT MEGAN O'NEILL FOR CONGRESS,Legacy Data
MUR,4020,CHARLES SALVAGGIO FOR CONGRESS EXPLORATORY COMMITTEE,Legacy Data
MUR,4019,GREENWOOD FOR CONGRESS COMMITTEE AND TEL-SAVE INC.,Legacy Data
MUR,4018,KAY BAILEY HUTCHINSON FOR SENATE COMMITTEE,Legacy Data
MUR,4017,DAN FRISA FOR CONGRESS,Legacy Data
MUR,4016,COVERDELL FOR SENATE,Legacy Data
MUR,4015,JOHN CLENDENIN FOR CONGRESS,Legacy Data
MUR,4014,COMMITTEE ON ARRANGEMENTS FOR THE 1992 REPUBLICAN NATIONAL CONVENTION,Internal Enforcement - Title 26 Audit Referral (PFESP)
MUR,4013,NATIONAL FREEDOM POLITICAL ACTION COMMITTEE,Internal Enforcement - Title 2 Audit Referral (PFESP)
MUR,4011,CHARLES SALVAGGIO FOR CONGRESS EXPLORATORY COMMITTEE,Legacy Data
MUR,4009,WATKINS ASSOCIATED INDUSTRIES INC. EMPLOYEES FOR GOOD GOVERNMENT COMMITEE (WATKINS PAC),Legacy Data
MUR,4008,CAROL MOSELEY BRAUN FOR U.S. SENATE,Legacy Data
MUR,4007,COMMITTEE TO ELECT MEL REYNOLDS,Legacy Data
MUR,4006,DEAN DEXTER FOR CONGRESS,Legacy Data
MUR,4005,GENERAL DYNAMICS CORPORATION,Legacy Data
MUR,4004,"FIELDS FOR CONGRESS, INC.",Legacy Data
MUR,4003,ROSTENKOWSKI FOR CONGRESS,Legacy Data
MUR,4001,"UNITED WE STAND AMERICA, NEW YORK",Legacy Data
MUR,4000,FISHER FOR SENATE '94,Legacy Data
MUR,3999,IMPACT,Legacy Data
MUR,3998,DAVID DUKE FOR U.S. SENATE,Internal Enforcement - Title 2 Audit Referral (PFESP)
MUR,3997,OLIVER PARKER FOR CONGRESS,Legacy Data
MUR,3996,PEGLOW FOR CONGRESS/FILTERFAB MANUFACTURING CORPORATION,Legacy Data
MUR,3995,HUDGENS FOR CONGRESS,Legacy Data
MUR,3994,JOHN JOSEPH  MOAKLEY AND FEDERAL EXPRESS CORPORATION,Legacy Data
MUR,3993,BRENDA KAYE TURNER FOR CONGRESS,Legacy Data
MUR,3992,WARD FOR CONGRESS,Legacy Data
MUR,3991,BROWN FOR PRESIDENT,Internal Enforcement - Title 26 Audit Referral (PFESP)
MUR,3990,MINNESOTA $$ MILLION,Legacy Data
MUR,3989,KAMMER FOR CONGRESS COMMITTEE,Legacy Data
MUR,3988,TUCKER FOR CONGRESS,Legacy Data
